Region,Market,Brand,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Georgia,Small Cars,,Vehicle Sales by make,Alfa Romeo,vehicles,Statista Market Insights,,31,27,27,27,26,12,15,12,17,25,26,28,27,27,27
Georgia,Small Cars,,Vehicle Sales by make,Honda,vehicles,Statista Market Insights,,48,46,44,44,42,18,26,22,28,40,42,46,44,44,42
Georgia,Small Cars,,Vehicle Sales by make,Kia,vehicles,Statista Market Insights,,29,29,61,61,59,26,33,32,44,53,57,63,65,68,70
Georgia,Small Cars,,Vehicle Sales by make,Nissan,vehicles,Statista Market Insights,,26,25,24,23,22,10,14,11,16,22,24,26,25,24,24
Georgia,Small Cars,,Vehicle Sales by make,Skoda,vehicles,Statista Market Insights,,35,35,35,30,30,13,19,15,20,31,32,34,34,34,33
Georgia,Small Cars,,Vehicle Sales by make,Toyota,vehicles,Statista Market Insights,,118,117,115,114,111,47,65,52,71,101,106,113,111,110,109
Georgia,Small Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Georgia,Small Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Georgia,Small Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Georgia,Medium Cars,,Average Price,Average,thousand USD (US$),Statista Market Insights,,23.92,23.9,23.98,24.44,24.66,23.28,22.95,24.97,24.97,25.25,25.16,25.06,25.26,25.18,25.34
Georgia,Medium Cars,,Revenue by make,Total,million USD (US$),Statista Market Insights,,18.37,16.95,14.77,13.98,13.51,6.05,8.31,7.12,10.39,14.95,15.62,16.84,16.37,15.79,15.36
Georgia,Medium Cars,,Revenue by make,Alfa Romeo,million USD (US$),Statista Market Insights,,2.23,1.52,1.56,1.59,1.63,0.69,0.91,0.78,1.35,1.96,2.02,2.15,2.08,2,1.95
Georgia,Medium Cars,,Revenue by make,Honda,million USD (US$),Statista Market Insights,,1.23,1.16,1.09,1.08,1.02,0.44,0.62,0.58,0.73,1.04,1.1,1.2,1.15,1.15,1.1
Georgia,Medium Cars,,Revenue by make,Kia,million USD (US$),Statista Market Insights,,2.24,2.2,1.97,1.98,1.95,0.82,1.12,0.99,1.3,1.89,1.99,2.16,2.08,2.03,1.99
Georgia,Medium Cars,,Revenue by make,Nissan,million USD (US$),Statista Market Insights,,8.07,7.4,5.39,4.87,4.34,2.35,3.17,2.6,3.81,5.55,5.84,6.46,6.18,5.84,5.59
Georgia,Medium Cars,,Revenue by make,Skoda,million USD (US$),Statista Market Insights,,1.83,1.9,1.99,1.63,1.75,0.67,0.99,0.87,1.29,1.88,1.94,2.02,2.03,1.99,1.97
Georgia,Medium Cars,,Revenue by make,Toyota,million USD (US$),Statista Market Insights,,2.77,2.77,2.78,2.83,2.83,1.08,1.5,1.31,1.92,2.62,2.74,2.85,2.85,2.78,2.77
Georgia,Medium Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,57.3,58.12,65.49,70.28,79.74,75.68,95.84,96.13,97.92,100,100,100,100,,100
Georgia,Medium Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,42.7,41.88,34.51,29.72,20.26,24.32,4.16,3.87,2.08,0,0,0,0,,0
Georgia,Medium Cars,,Fuel or Drive-Type Share,Alternative,percent,Statista Market Insights,,,,,,,,,,10.62,12.88,13.21,13.75,13.74,,13.47
Georgia,Medium Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,3.34,3.49,4.95,2.11,8.48,13.93,5.93,7.46,6.19,4.51,4.61,4.78,5.5,,7.98
Georgia,Medium Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,3.34,3.49,3.89,3.87,4.06,3.93,19.41,20,24.78,24.25,24.74,24.5,24.95,,26.43
Georgia,Medium Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,93.32,93.02,91.17,94.02,87.46,82.5,74.66,72.2,57.82,58.37,57.44,56.57,56.03,,52.37
Georgia,Medium Cars,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,66.9,67.68,69.91,18,18.06,20.29,13.42,13.29,,,,,,,
Georgia,Medium Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,29.77,25.34,18.4,59.62,58.94,58.74,79.42,79.46,71.82,71.29,69.82,68.65,67.08,,63.79
Georgia,Medium Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,3.34,6.98,11.69,22.38,23,20.96,7.17,7.25,27.87,28.27,29.54,30.42,31.58,,33.43
Georgia,Medium Cars,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.31,0.44,0.64,0.93,1.35,,2.78
Georgia,Medium Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,120.6,119.1,120.2,116.6,116.1,118.7,113.4,118.5,109.9,97.37,89.66,82.93,77.16,,65.92
Georgia,Medium Cars,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,768,709,616,572,548,260,362,285,416,592,621,672,648,627,606
Georgia,Medium Cars,,Vehicle Sales by make,Alfa Romeo,vehicles,Statista Market Insights,,83,57,59,61,63,27,36,28,49,71,73,78,75,72,70
Georgia,Medium Cars,,Vehicle Sales by make,Honda,vehicles,Statista Market Insights,,48,46,44,44,42,18,26,22,28,40,42,46,44,44,42
Georgia,Medium Cars,,Vehicle Sales by make,Kia,vehicles,Statista Market Insights,,116,114,102,102,99,44,61,49,65,93,98,107,102,100,97
Georgia,Medium Cars,,Vehicle Sales by make,Nissan,vehicles,Statista Market Insights,,307,276,195,170,147,88,120,90,133,192,203,226,214,203,192
Georgia,Medium Cars,,Vehicle Sales by make,Skoda,vehicles,Statista Market Insights,,97,99,100,79,83,36,53,43,63,91,95,100,99,97,95
Georgia,Medium Cars,,Vehicle Sales by make,Toyota,vehicles,Statista Market Insights,,117,117,116,116,114,47,66,53,78,105,110,115,114,111,110
Georgia,Medium Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Georgia,Medium Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
