Region,Market,Brand,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Armenia,Luxury Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,295.7,297.2,306.8,292.9,282.4,271.4,257.9,266.2,242.7,232.8,210,199.2,178.7,,152.4
Armenia,Luxury Cars,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,161,96,84,69,57,48,74,49,66,96,109,118,110,101,93
Armenia,Luxury Cars,,Vehicle Sales by make,Bentley,vehicles,Statista Market Insights,,161,96,84,69,57,48,74,49,66,96,109,118,110,101,93
Armenia,Luxury Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Armenia,Luxury Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Armenia,Luxury Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Armenia,Minivans,,Average Price,Average,thousand USD (US$),Statista Market Insights,,24.1,23.88,23.72,23.86,24.09,22.66,26.87,24.96,25.4,25.5,25.31,25.45,25.33,25.51,25.4
Armenia,Minivans,,Revenue by make,Total,million USD (US$),Statista Market Insights,,12.87,11.32,9.77,8.66,7.88,4.08,8.09,4.92,7.32,11.35,12.07,13.44,12.59,11.81,10.9
Armenia,Minivans,,Revenue by make,Dacia,million USD (US$),Statista Market Insights,,1.13,0.95,0.75,0.57,0.41,0.31,0.64,0.39,0.58,0.86,0.92,1.04,0.97,0.91,0.83
Armenia,Minivans,,Revenue by make,Honda,million USD (US$),Statista Market Insights,,7.22,6.33,5.45,4.96,4.65,2.3,4.59,2.74,4.11,6.59,6.98,7.71,7.22,6.8,6.24
Armenia,Minivans,,Revenue by make,Hyundai,million USD (US$),Statista Market Insights,,3.47,3.08,2.72,2.39,2.13,1.12,2.17,1.36,2,2.97,3.18,3.6,3.36,3.11,2.88
Armenia,Minivans,,Revenue by make,Mitsubishi,million USD (US$),Statista Market Insights,,1.05,0.96,0.85,0.74,0.68,0.35,0.7,0.42,0.63,0.92,1,1.09,1.04,0.99,0.94
Armenia,Minivans,,Connected Cars Share,Connected,percent,Statista Market Insights,,0,71.1,71.36,74.1,76.15,77.25,100,100,100,100,100,100,100,,100
Armenia,Minivans,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,100,28.9,28.64,25.9,23.85,22.75,0,0,0,0,0,0,0,,0
Armenia,Minivans,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,6.74,6.75,6.8,6.34,5.81,7.19,6.79,7.1,7.29,7.33,6.88,6.46,6.18,,4.89
Armenia,Minivans,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,2.02,3.4,5.16,8.02,12.11,,25.27
Armenia,Minivans,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,0.31,0.6,1.79,1.64,2.02,2.88,3.19,3.56,4.04,,4.62
Armenia,Minivans,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,93.26,93.25,93.2,93.66,93.88,92.22,91.43,91.26,88.66,86.39,84.77,81.96,77.67,,65.22
Armenia,Minivans,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,22.29,22.15,21.84,19.56,18.04,15.94,,,,,,,,,
Armenia,Minivans,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,70.97,71.1,71.36,74.1,76.16,77.01,93.02,92.95,90.18,88.62,87.07,85.47,83.81,,80.15
Armenia,Minivans,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,6.74,6.75,6.8,6.34,5.81,7.05,6.98,7.05,9.46,10.87,12.22,13.5,14.72,,16.88
Armenia,Minivans,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.36,0.5,0.72,1.03,1.47,,2.97
Armenia,Minivans,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,152.6,140.4,146.2,148,147.6,146.1,144.5,121.5,102.8,93.82,86.42,78.33,72.85,,62.21
Armenia,Minivans,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,534,474,412,363,327,180,301,197,288,445,477,528,497,463,429
Armenia,Minivans,,Vehicle Sales by make,Dacia,vehicles,Statista Market Insights,,85,71,56,43,31,25,43,28,41,62,67,75,70,65,60
Armenia,Minivans,,Vehicle Sales by make,Honda,vehicles,Statista Market Insights,,221,197,173,159,150,76,127,82,121,196,208,229,215,201,185
Armenia,Minivans,,Vehicle Sales by make,Hyundai,vehicles,Statista Market Insights,,145,129,114,101,91,50,82,55,79,118,127,143,134,123,114
Armenia,Minivans,,Vehicle Sales by make,Mitsubishi,vehicles,Statista Market Insights,,83,77,69,60,55,29,49,32,47,69,75,81,78,74,70
Armenia,Minivans,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Armenia,Minivans,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Armenia,Minivans,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Armenia,Sports Cars,,Average Price,Average,thousand USD (US$),Statista Market Insights,,26.49,27.11,27.41,27.6,27.75,25.16,29.75,27.88,28.43,28.26,27.75,28.07,27.59,28.11,28.2
Armenia,Sports Cars,,Revenue by make,Total,million USD (US$),Statista Market Insights,,0.95,0.87,0.77,0.63,0.53,0.3,0.6,0.36,0.54,0.79,0.83,0.95,0.88,0.84,0.76
Armenia,Sports Cars,,Revenue by make,Hyundai,million USD (US$),Statista Market Insights,,0.95,0.87,0.77,0.63,0.53,0.3,0.6,0.36,0.54,0.79,0.83,0.95,0.88,0.84,0.76
Armenia,Sports Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,100,100,100,100,,100
Armenia,Sports Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Armenia,Sports Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,,3.57,3.33,5.88,9.38,,18.52
Armenia,Sports Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,,,,,,3.57,3.33,2.94,3.13,,3.7
Armenia,Sports Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,92.86,93.33,91.18,87.5,,77.78
Armenia,Sports Cars,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,100,100,,,,,,,,,,,,,
Armenia,Sports Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,,,100,100,100,100,100,100,96.71,93.86,91.07,88.32,85.54,,79.68
Armenia,Sports Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,,,2.82,5.47,7.96,10.29,12.46,,16.25
Armenia,Sports Cars,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.47,0.67,0.97,1.39,1.99,,4.06
Armenia,Sports Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,215,229.5,231,244.5,231.9,228.9,227.5,228.8,208.7,188.4,178.5,161.7,148.8,,134.4
Armenia,Sports Cars,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,36,32,28,23,19,12,20,13,19,28,30,34,32,30,27
Armenia,Sports Cars,,Vehicle Sales by make,Hyundai,vehicles,Statista Market Insights,,36,32,28,23,19,12,20,13,19,28,30,34,32,30,27
Armenia,Sports Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Armenia,Sports Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Armenia,Sports Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Armenia,SUVs,,Average Price,Average,thousand USD (US$),Statista Market Insights,,43.43,58.64,61.43,60.81,62.01,53.62,63.2,58.87,59.46,58.78,58.14,58.99,58.95,59.73,59.8
Armenia,SUVs,,Revenue by make,Total,million USD (US$),Statista Market Insights,,52.03,66.85,59.59,48.1,40.74,21.99,42.66,26.2,38.89,56.66,61.68,69.67,65.37,61.53,56.87
Armenia,SUVs,,Revenue by make,Bentley,million USD (US$),Statista Market Insights,,,21.05,20.91,16.55,14.57,6.36,12.3,7.31,10.68,15.52,17.17,19.73,18.69,17.61,16.56
Armenia,SUVs,,Revenue by make,Dacia,million USD (US$),Statista Market Insights,,3.14,2.53,1.91,1.43,0.96,0.87,1.76,1.03,1.59,2.36,2.77,2.95,2.71,2.57,2.39
Armenia,SUVs,,Revenue by make,Honda,million USD (US$),Statista Market Insights,,7.71,6.89,6.03,5.18,4.51,2.42,4.68,2.91,4.26,6.26,6.77,7.66,7.16,6.72,6.18
Armenia,SUVs,,Revenue by make,Hyundai,million USD (US$),Statista Market Insights,,8.62,7.27,5.53,4.2,3.44,2.32,4.59,2.76,4.15,6.15,6.64,7.51,6.9,6.42,5.83
Armenia,SUVs,,Revenue by make,Land Rover,million USD (US$),Statista Market Insights,,28.51,25.56,22.16,18.27,15.24,8.78,17.01,10.7,15.98,23.12,24.86,27.87,26.2,24.76,22.76
Armenia,SUVs,,Revenue by make,Mitsubishi,million USD (US$),Statista Market Insights,,4.05,3.55,3.05,2.47,2.02,1.25,2.33,1.48,2.21,3.25,3.48,3.96,3.71,3.45,3.15
Armenia,SUVs,,Connected Cars Share,Connected,percent,Statista Market Insights,,45.96,52.13,58.21,69.4,68.03,69.37,90.88,90.65,90.12,91.74,92.83,94.49,95.78,,100
Armenia,SUVs,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,54.04,47.87,41.79,30.6,31.97,30.63,9.12,9.35,9.88,8.26,7.17,5.51,4.22,,0
Armenia,SUVs,,Fuel or Drive-Type Share,Alternative,percent,Statista Market Insights,,,,,2.99,3.61,3.55,,,4.68,4.49,4.5,4.54,4.53,,4.05
Armenia,SUVs,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,,,,,,,9.42,9.35,,,,,,,
Armenia,SUVs,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,2.89,3.04,2.43,3.54,5.35,7.83,11.33,,22.38
Armenia,SUVs,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,0.47,0.76,1.37,1.64,2.25,2.48,2.89,3.19,3.5,,3.69
Armenia,SUVs,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,97.01,95.92,95.69,86.32,85.98,90.64,89.49,87.26,84.44,80.64,,69.88
Armenia,SUVs,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,40.74,36.01,32.61,31.9,31.04,33.45,12.02,12.21,13.98,13.45,12.72,12.31,11.64,,10.1
Armenia,SUVs,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,52.42,57.66,58.2,56.12,54.08,51.56,79.05,78.77,68.36,68.26,66.71,64.48,62.75,,59.54
Armenia,SUVs,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,6.84,6.33,9.19,11.98,14.89,14.99,8.93,9.02,17.5,18.04,20.22,22.67,24.83,,28.71
Armenia,SUVs,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.17,0.25,0.36,0.54,0.79,,1.64
Armenia,SUVs,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,159.8,164,167.8,166.6,162.6,154.1,153.2,155.9,140,128.8,118.9,110.1,100.9,,86.65
Armenia,SUVs,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,"1,198","1,140",970,791,657,410,675,445,654,964,"1,061","1,181","1,109","1,030",951
Armenia,SUVs,,Vehicle Sales by make,Bentley,vehicles,Statista Market Insights,,,89,89,71,63,29,47,30,43,63,70,80,76,71,67
Armenia,SUVs,,Vehicle Sales by make,Dacia,vehicles,Statista Market Insights,,211,169,127,94,63,61,103,65,99,147,175,184,172,160,148
Armenia,SUVs,,Vehicle Sales by make,Honda,vehicles,Statista Market Insights,,290,259,227,197,173,96,158,105,151,222,242,272,256,238,219
Armenia,SUVs,,Vehicle Sales by make,Hyundai,vehicles,Statista Market Insights,,251,219,170,131,108,74,123,80,118,176,191,215,199,183,167
Armenia,SUVs,,Vehicle Sales by make,Land Rover,vehicles,Statista Market Insights,,338,308,273,229,193,114,187,126,186,272,293,328,310,290,269
Armenia,SUVs,,Vehicle Sales by make,Mitsubishi,vehicles,Statista Market Insights,,108,96,84,69,57,36,57,39,57,84,90,102,96,88,81
Armenia,SUVs,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Armenia,SUVs,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Armenia,SUVs,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Armenia,Pickup Trucks,,Average Price,Average,thousand USD (US$),Statista Market Insights,,29.59,29.65,29.73,29.81,29.88,28.02,33.19,31.14,31.61,31.65,31.21,31.5,31.1,31.58,31.69
Armenia,Pickup Trucks,,Revenue by make,Total,million USD (US$),Statista Market Insights,,1.07,0.95,0.83,0.69,0.57,0.34,0.66,0.4,0.6,0.89,0.94,1.07,1,0.95,0.86
Armenia,Pickup Trucks,,Revenue by make,Honda,million USD (US$),Statista Market Insights,,1.07,0.95,0.83,0.69,0.57,0.34,0.66,0.4,0.6,0.89,0.94,1.07,1,0.95,0.86
Armenia,Pickup Trucks,,Connected Cars Share,Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,100,100,100,100,,100
Armenia,Pickup Trucks,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Armenia,Pickup Trucks,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,,3.57,3.33,5.88,9.38,,22.22
Armenia,Pickup Trucks,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,,,,,,3.57,3.33,2.94,3.13,,3.7
Armenia,Pickup Trucks,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,92.86,93.33,91.18,87.5,,74.07
Armenia,Pickup Trucks,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,100,,,,,,,,,,,,,,
Armenia,Pickup Trucks,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,100,100,100,100,100,100,100,99.51,99.28,98.94,98.43,97.69,,95.05
Armenia,Pickup Trucks,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.49,0.72,1.06,1.57,2.31,,4.95
Armenia,Pickup Trucks,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,269,269.1,269,269,268.9,265.4,268.7,270.2,258.4,237.1,216.1,197.3,176.7,,155.7
Armenia,Pickup Trucks,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,36,32,28,23,19,12,20,13,19,28,30,34,32,30,27
Armenia,Pickup Trucks,,Vehicle Sales by make,Honda,vehicles,Statista Market Insights,,36,32,28,23,19,12,20,13,19,28,30,34,32,30,27
Armenia,Pickup Trucks,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Armenia,Pickup Trucks,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Armenia,Pickup Trucks,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
