Region,Market,Brand,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Turkey,Medium Cars,,Vehicle Sales by make,Hyundai,thousand vehicles,Statista Market Insights,,28.84,27.14,30.52,28.24,24.14,27.8,27.16,29.81,48,47.52,46.59,43.46,43.34,45.26,46.81
Turkey,Medium Cars,,Vehicle Sales by make,Lancia,thousand vehicles,Statista Market Insights,,8.79,8.86,8.78,9.71,9.43,11.71,9.64,8.85,14.99,14.89,14.46,13.08,12.65,13.32,14
Turkey,Medium Cars,,Vehicle Sales by make,Peugeot,thousand vehicles,Statista Market Insights,,17.74,16.67,15.21,14.35,12.16,13.92,13.89,15.47,24.84,24.37,23.64,21.75,21.68,22.65,23.57
Turkey,Medium Cars,,Vehicle Sales by make,Suzuki,thousand vehicles,Statista Market Insights,,5.55,5.24,4.79,4.5,3.82,4.18,4.2,4.77,7.64,7.47,7.22,6.71,6.66,6.96,7.22
Turkey,Medium Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Turkey,Medium Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Turkey,Medium Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Turkey,Large Cars,,Average Price,Average,thousand USD (US$),Statista Market Insights,,31.42,30.84,30.29,30.11,29.94,29.98,32.61,35.15,40.8,41.15,39.34,37.49,37.24,37.42,37.54
Turkey,Large Cars,,Revenue by make,Total,billion USD (US$),Statista Market Insights,,1.15,1.06,0.95,0.89,0.76,0.87,0.94,1.13,2.1,2.08,1.92,1.69,1.67,1.75,1.83
Turkey,Large Cars,,Revenue by make,Ford,billion USD (US$),Statista Market Insights,,0.37,0.34,0.32,0.3,0.27,0.3,0.32,0.37,0.7,0.69,0.64,0.57,0.56,0.59,0.61
Turkey,Large Cars,,Revenue by make,Hyundai,billion USD (US$),Statista Market Insights,,0.59,0.54,0.47,0.43,0.36,0.41,0.46,0.56,1.04,1.03,0.95,0.84,0.83,0.87,0.9
Turkey,Large Cars,,Revenue by make,Peugeot,billion USD (US$),Statista Market Insights,,0.19,0.18,0.17,0.16,0.14,0.16,0.16,0.19,0.35,0.35,0.33,0.29,0.28,0.3,0.31
Turkey,Large Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Turkey,Large Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Large Cars,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,15.29,15.26,15.32,15.3,15.04,14.28,14.48,14.68,18.26,18.02,17.7,17.4,16.86,16.37,15.72
Turkey,Large Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,2.09,3.07,4.98,8.61,12.15,16.54,21.54
Turkey,Large Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,0.06,0.51,0.96,1.41,1.84,2.79,3.42,4.2,5.29,5.89,6.88,7.76
Turkey,Large Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,84.71,84.74,84.68,84.65,84.45,84.76,84.12,83.47,76.87,75.49,73.12,68.69,65.11,60.21,54.98
Turkey,Large Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,64.84,64.5,15.32,15.26,,,,,52.04,51.36,50.54,49.47,48.28,46.78,44.93
Turkey,Large Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,35.16,35.5,84.68,84.74,100,100,100,100,47.5,47.98,48.51,49.16,49.74,50.39,51.06
Turkey,Large Cars,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.45,0.66,0.95,1.38,1.98,2.83,4.02
Turkey,Large Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,152.9,158.6,143.7,142.2,143.7,128.3,98.02,114.9,118.5,97.54,88.61,83.56,76.49,71.35,64.95
Turkey,Large Cars,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,36.44,34.44,31.44,29.55,25.4,29.17,28.84,32.06,51.46,50.45,48.89,45.07,44.84,46.85,48.68
Turkey,Large Cars,,Vehicle Sales by make,Ford,thousand vehicles,Statista Market Insights,,12.81,12.23,11.43,10.92,9.53,10.87,10.54,11.61,18.71,18.34,17.77,16.37,16.26,16.99,17.66
Turkey,Large Cars,,Vehicle Sales by make,Hyundai,thousand vehicles,Statista Market Insights,,17.87,16.8,15.06,13.97,11.92,13.79,13.8,15.43,24.7,24.22,23.47,21.65,21.55,22.51,23.38
Turkey,Large Cars,,Vehicle Sales by make,Peugeot,thousand vehicles,Statista Market Insights,,5.76,5.42,4.95,4.66,3.95,4.52,4.5,5.02,8.05,7.89,7.66,7.05,7.03,7.35,7.64
Turkey,Large Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Turkey,Large Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Turkey,Large Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Turkey,Executive Cars,,Average Price,Average,thousand USD (US$),Statista Market Insights,,53.84,53.84,53.84,53.84,53.84,53.84,57.37,61.68,71.83,72.28,69.39,66.02,65.56,65.87,66.31
Turkey,Executive Cars,,Revenue by make,Total,billion USD (US$),Statista Market Insights,,0.3,0.28,0.26,0.24,0.2,0.22,0.24,0.29,0.55,0.54,0.5,0.44,0.43,0.46,0.48
Turkey,Executive Cars,,Revenue by make,Lancia,billion USD (US$),Statista Market Insights,,0.3,0.28,0.26,0.24,0.2,0.22,0.24,0.29,0.55,0.54,0.5,0.44,0.43,0.46,0.48
Turkey,Executive Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Turkey,Executive Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Executive Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,1.66,2.32,3.49,5.34,7.46,9.66,12.48
Turkey,Executive Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,0.05,0.41,0.78,1.14,1.52,1.83,2.15,2.48,2.76,3.01,3.25,3.46
Turkey,Executive Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,99.95,99.59,99.22,98.86,98.48,96.51,95.51,94.01,91.89,89.53,87.09,84.07
Turkey,Executive Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,,,,,,,
Turkey,Executive Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,,,100,100,100,100,100,100,100
Turkey,Executive Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,207,208,209,209,207,206.5,195.5,195.5,172.5,157.8,146.9,136.8,127.4,118.7,110.5
Turkey,Executive Cars,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,5.53,5.22,4.78,4.48,3.8,4.15,4.19,4.78,7.61,7.43,7.19,6.68,6.63,6.92,7.19
Turkey,Executive Cars,,Vehicle Sales by make,Lancia,thousand vehicles,Statista Market Insights,,5.53,5.22,4.78,4.48,3.8,4.15,4.19,4.78,7.61,7.43,7.19,6.68,6.63,6.92,7.19
Turkey,Executive Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Turkey,Executive Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Turkey,Executive Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Turkey,Luxury Cars,,Average Price,Average,million USD (US$),Statista Market Insights,,0.35,0.37,0.37,0.37,0.36,0.36,0.39,0.42,0.49,0.49,0.48,0.46,0.45,0.46,0.46
Turkey,Luxury Cars,,Revenue by make,Total,million USD (US$),Statista Market Insights,,389.8,481.2,439.8,395.2,330.5,361.4,386.6,474,882.4,871.3,852.3,776.9,781.4,825,828.3
Turkey,Luxury Cars,,Revenue by make,Porsche,million USD (US$),Statista Market Insights,,37.96,37.38,36.15,35.42,31.72,37.65,35.95,39.72,75.7,75.53,73.49,62.86,64.66,68.44,69.5
Turkey,Luxury Cars,,Revenue by make,Rolls-Royce,million USD (US$),Statista Market Insights,,351.9,443.8,403.7,359.8,298.8,323.8,350.6,434.3,806.7,795.8,778.8,714,716.7,756.6,758.8
Turkey,Luxury Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Turkey,Luxury Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Luxury Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,1.4,2.1,3.26,5.14,7.35,9.91,13.22
Turkey,Luxury Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,0.49,0.88,1.43,1.86,2.28,2.64,3.02,3.39,3.71,3.99,4.23
Turkey,Luxury Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,100,99.51,99.12,98.68,98.24,96.38,95.26,93.72,91.41,88.87,86.03,82.62
Turkey,Luxury Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,100,100,100,100,100,100,70.69,69.53,44.06,37.18,36.35,36.1,34.99,34.08,33.09
Turkey,Luxury Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,29.31,30.47,55.94,62.82,63.65,63.9,65.01,65.92,66.91
Turkey,Luxury Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,284.6,289.4,274.8,268.1,271.9,272.4,212.8,261.1,244,209.8,197.7,182.7,170.4,156.8,144.1
Turkey,Luxury Cars,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,1.1,1.29,1.18,1.07,0.91,1.01,1,1.12,1.8,1.76,1.79,1.7,1.72,1.81,1.81
Turkey,Luxury Cars,,Vehicle Sales by make,Porsche,thousand vehicles,Statista Market Insights,,0.31,0.3,0.29,0.29,0.26,0.31,0.28,0.28,0.46,0.46,0.46,0.42,0.43,0.46,0.46
Turkey,Luxury Cars,,Vehicle Sales by make,Rolls-Royce,thousand vehicles,Statista Market Insights,,0.79,0.98,0.89,0.79,0.65,0.7,0.73,0.84,1.33,1.3,1.33,1.28,1.29,1.36,1.35
Turkey,Luxury Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Turkey,Luxury Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Turkey,Luxury Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Turkey,Minivans,,Average Price,Average,thousand USD (US$),Statista Market Insights,,25.55,25.5,25.38,25.3,25.14,25.08,26.89,29.04,33.72,33.99,32.61,31.06,30.86,31.02,31.18
Turkey,Minivans,,Revenue by make,Total,billion USD (US$),Statista Market Insights,,1.88,1.78,1.65,1.57,1.38,1.59,1.63,1.92,3.61,3.57,3.32,2.91,2.87,3.01,3.15
Turkey,Minivans,,Revenue by make,Ford,billion USD (US$),Statista Market Insights,,0.81,0.78,0.73,0.7,0.62,0.72,0.73,0.85,1.61,1.59,1.48,1.29,1.27,1.34,1.4
Turkey,Minivans,,Revenue by make,Hyundai,billion USD (US$),Statista Market Insights,,0.54,0.51,0.47,0.45,0.41,0.47,0.48,0.55,1.04,1.03,0.96,0.84,0.83,0.87,0.92
Turkey,Minivans,,Revenue by make,Lancia,billion USD (US$),Statista Market Insights,,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.13,0.25,0.25,0.23,0.2,0.2,0.21,0.22
Turkey,Minivans,,Revenue by make,Peugeot,billion USD (US$),Statista Market Insights,,0.39,0.37,0.33,0.31,0.26,0.29,0.31,0.38,0.71,0.7,0.65,0.57,0.57,0.6,0.62
Turkey,Minivans,,Connected Cars Share,Connected,percent,Statista Market Insights,,8.32,76.65,77.31,85.16,85.67,92.59,100,100,100,100,100,100,100,100,100
Turkey,Minivans,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,91.68,23.35,22.69,14.84,14.33,7.41,0,0,0,0,0,0,0,0,0
Turkey,Minivans,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,7.59,7.53,7.38,7.24,6.93,7.35,7.67,7.85,16.81,16.3,16.97,16.23,15.71,15.26,14.13
Turkey,Minivans,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,1.49,2.24,3.72,5.99,8.9,12.27,16.31
Turkey,Minivans,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,0.06,0.48,0.89,1.45,1.91,2.11,2.6,3.22,3.7,4.23,4.8,5.23
Turkey,Minivans,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,92.41,92.47,92.62,92.71,92.6,91.76,90.88,90.24,79.59,78.86,76.1,74.09,71.16,67.66,64.32
Turkey,Minivans,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,23.58,23.35,22.69,22.17,21.36,14.9,7.83,8.04,,,,,,,
Turkey,Minivans,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,76.42,76.65,77.31,77.83,78.64,85.1,92.17,91.96,96.75,93.91,91.15,88.44,85.73,82.97,80.1
Turkey,Minivans,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,,,2.82,5.47,7.97,10.31,12.49,14.51,16.34
Turkey,Minivans,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.43,0.62,0.88,1.25,1.78,2.52,3.57
Turkey,Minivans,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,143.1,139.8,137,139.3,144.8,146.6,141.5,143.9,132.6,121.3,111.9,103.2,94.63,86.96,81.1
Turkey,Minivans,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,73.52,69.84,65.08,62.12,54.84,63.49,60.77,66.13,107,105.1,101.8,93.55,92.99,97.17,101.1
Turkey,Minivans,,Vehicle Sales by make,Ford,thousand vehicles,Statista Market Insights,,28.25,27.14,25.68,24.79,21.94,25.75,24.42,26.28,42.67,41.93,40.63,37.19,36.97,38.63,40.21
Turkey,Minivans,,Vehicle Sales by make,Hyundai,thousand vehicles,Statista Market Insights,,22.78,21.45,19.9,18.92,17.19,20.09,18.84,20.29,32.95,32.37,31.38,28.78,28.59,29.88,31.15
Turkey,Minivans,,Vehicle Sales by make,Lancia,thousand vehicles,Statista Market Insights,,5.79,5.51,5.1,4.9,4.26,4.95,4.75,5.14,8.33,8.19,7.96,7.31,7.27,7.6,7.92
Turkey,Minivans,,Vehicle Sales by make,Peugeot,thousand vehicles,Statista Market Insights,,16.7,15.74,14.4,13.51,11.46,12.7,12.76,14.42,23.07,22.58,21.87,20.28,20.15,21.06,21.87
Turkey,Minivans,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Turkey,Minivans,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Turkey,Minivans,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Turkey,Sports Cars,,Average Price,Average,thousand USD (US$),Statista Market Insights,,76.94,77.45,77.99,78.38,78.8,79.83,83.95,88.61,103.5,104.6,100.4,95.33,94.47,94.94,95.65
Turkey,Sports Cars,,Revenue by make,Total,billion USD (US$),Statista Market Insights,,3.8,3.79,3.72,3.69,3.35,4.11,3.84,4.1,7.86,7.8,7.25,6.3,6.11,6.44,6.78
Turkey,Sports Cars,,Revenue by make,Ford,billion USD (US$),Statista Market Insights,,0.29,0.27,0.25,0.23,0.2,0.21,0.23,0.28,0.53,0.52,0.48,0.43,0.42,0.44,0.46
Turkey,Sports Cars,,Revenue by make,Hyundai,billion USD (US$),Statista Market Insights,,0.15,0.14,0.13,0.12,0.11,0.12,0.12,0.15,0.27,0.27,0.25,0.22,0.22,0.23,0.24
Turkey,Sports Cars,,Revenue by make,Peugeot,billion USD (US$),Statista Market Insights,,0.19,0.19,0.18,0.18,0.16,0.17,0.17,0.21,0.39,0.38,0.35,0.31,0.31,0.32,0.34
Turkey,Sports Cars,,Revenue by make,Porsche,billion USD (US$),Statista Market Insights,,3.17,3.18,3.16,3.16,2.89,3.61,3.32,3.46,6.67,6.63,6.17,5.34,5.16,5.45,5.75
Turkey,Sports Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,56.81,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Turkey,Sports Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,43.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Sports Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,1.5,2.18,3.38,5.3,7.6,10.08,13.31
Turkey,Sports Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,0.04,0.43,0.8,1.19,1.57,1.92,2.27,2.59,2.89,3.16,3.4,3.59
Turkey,Sports Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,99.96,99.57,99.2,98.81,98.43,96.58,95.55,94.03,91.8,89.24,86.52,83.1
Turkey,Sports Cars,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,88.74,89.25,69.88,71.39,48.99,51.19,48.4,45.69,45.12,38.25,36.84,35.21,33.71,32.56,31.49
Turkey,Sports Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,11.26,10.75,30.12,28.61,51.01,48.81,51.6,54.31,42.15,46.61,45.71,44.95,44.18,43.31,42.41
Turkey,Sports Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,,,12.58,14.93,17.15,19.4,21.47,23.23,24.82
Turkey,Sports Cars,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.15,0.21,0.3,0.44,0.63,0.9,1.28
Turkey,Sports Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,211.4,206.3,194.6,208.7,213.7,204,156.6,208,185.2,165.4,155,141.9,128.8,119.4,112.9
Turkey,Sports Cars,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,49.44,48.89,47.71,47.12,42.51,51.47,45.7,46.26,75.95,74.54,72.26,66.09,64.62,67.87,70.92
Turkey,Sports Cars,,Vehicle Sales by make,Ford,thousand vehicles,Statista Market Insights,,5.57,5.25,4.81,4.52,3.84,4.2,4.23,4.79,7.66,7.5,7.26,6.75,6.69,6.99,7.25
Turkey,Sports Cars,,Vehicle Sales by make,Hyundai,thousand vehicles,Statista Market Insights,,5.53,5.22,4.77,4.48,3.8,4.15,4.18,4.75,7.6,7.42,7.18,6.68,6.63,6.93,7.19
Turkey,Sports Cars,,Vehicle Sales by make,Peugeot,thousand vehicles,Statista Market Insights,,5.55,5.23,4.78,4.49,3.8,4.16,4.19,4.77,7.64,7.46,7.22,6.71,6.65,6.95,7.22
Turkey,Sports Cars,,Vehicle Sales by make,Porsche,thousand vehicles,Statista Market Insights,,32.8,33.19,33.34,33.64,31.07,38.96,33.1,31.94,53.05,52.16,50.6,45.95,44.65,47,49.26
Turkey,Sports Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Turkey,Sports Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Turkey,Sports Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Turkey,SUVs,,Average Price,Average,thousand USD (US$),Statista Market Insights,,42.9,42.95,43.6,44.2,44.9,45.6,47.24,49.96,58.58,59.14,56.77,54.03,53.57,53.9,54.27
Turkey,SUVs,,Revenue by make,Total,billion USD (US$),Statista Market Insights,,7.58,7.19,6.64,6.28,5.61,6.65,6.59,7.55,14.33,14.23,13.31,11.73,11.58,12.17,12.71
Turkey,SUVs,,Revenue by make,Ford,billion USD (US$),Statista Market Insights,,3.26,3.12,2.91,2.73,2.46,2.91,2.82,3.23,6.11,6.15,5.82,5.18,5.15,5.4,5.63
Turkey,SUVs,,Revenue by make,Hyundai,billion USD (US$),Statista Market Insights,,1.3,1.16,0.94,0.83,0.71,0.83,0.94,1.14,2.13,2.1,1.95,1.72,1.7,1.79,1.85
Turkey,SUVs,,Revenue by make,Peugeot,billion USD (US$),Statista Market Insights,,0.67,0.62,0.57,0.54,0.46,0.52,0.55,0.67,1.24,1.22,1.14,1,0.99,1.04,1.09
Turkey,SUVs,,Revenue by make,Porsche,billion USD (US$),Statista Market Insights,,1.94,1.91,1.87,1.86,1.7,2.07,1.95,2.12,4.08,4,3.71,3.22,3.13,3.31,3.48
Turkey,SUVs,,Revenue by make,Suzuki,billion USD (US$),Statista Market Insights,,0.41,0.39,0.35,0.33,0.29,0.32,0.34,0.41,0.76,0.75,0.7,0.61,0.6,0.63,0.66
Turkey,SUVs,,Connected Cars Share,Connected,percent,Statista Market Insights,,82.8,83.35,89.25,86.72,91.86,91.8,100,100,100,100,100,100,100,100,100
Turkey,SUVs,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,17.2,16.65,10.75,13.28,8.15,8.2,0,0,0,0,0,0,0,0,0
Turkey,SUVs,,Fuel or Drive-Type Share,Alternative,percent,Statista Market Insights,,,,,3.43,4.05,4.13,,,6.18,6.12,6.21,6.42,6.35,6.27,6.2
Turkey,SUVs,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,26.88,26.82,24.93,23.45,24.22,25.05,35.99,35.14,36.75,36.73,35.71,33.24,31.51,29.26,26.68
Turkey,SUVs,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,0.29,0.48,1.72,2.65,4.26,7.29,10.88,14.87,19.35
Turkey,SUVs,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,0.05,0.51,0.96,1.52,2,2.88,3.66,4.4,5.43,6.28,7.19,7.76
Turkey,SUVs,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,73.12,73.18,75.07,73.06,71.21,69.86,62.2,62.39,52.48,50.85,49.41,47.62,44.98,42.42,40.01
Turkey,SUVs,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,11.92,8.28,7.76,7.64,7.58,7.35,4.26,4.21,,,,,,,
Turkey,SUVs,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,57.57,61.3,60.45,58.84,55.03,49.44,92.2,92.19,54.61,57.7,57.11,56.52,56.05,55.78,55.52
Turkey,SUVs,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,30.51,30.42,31.79,33.52,37.39,43.21,3.54,3.61,45.34,42.22,42.77,43.31,43.72,43.89,44.01
Turkey,SUVs,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.06,0.08,0.12,0.17,0.23,0.33,0.47
Turkey,SUVs,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,191.1,189.7,168.8,164.5,174.4,165,147.6,127.6,114.3,102.4,94.59,88.55,82.03,76.63,71.74
Turkey,SUVs,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,176.6,167.5,152.3,142.2,125,145.8,139.6,151.2,244.5,240.6,234.5,217.1,216.1,225.8,234.2
Turkey,SUVs,,Vehicle Sales by make,Ford,thousand vehicles,Statista Market Insights,,76.91,72.93,67.13,62.3,55.36,64.77,61,65.21,105.8,104.9,102.8,95.77,95.73,99.83,103.4
Turkey,SUVs,,Vehicle Sales by make,Hyundai,thousand vehicles,Statista Market Insights,,37.57,34.53,28.81,25.64,22.08,25.92,26.51,29.86,47.89,46.87,45.65,42.32,42.17,44.02,45.45
Turkey,SUVs,,Vehicle Sales by make,Peugeot,thousand vehicles,Statista Market Insights,,22.59,21.27,19.45,18.27,15.49,17.51,17.51,19.63,31.44,30.79,29.87,27.57,27.47,28.7,29.83
Turkey,SUVs,,Vehicle Sales by make,Porsche,thousand vehicles,Statista Market Insights,,21.24,21.09,20.68,20.5,18.57,22.57,19.99,20.23,33.29,32.47,31.48,28.68,28.07,29.52,30.86
Turkey,SUVs,,Vehicle Sales by make,Suzuki,thousand vehicles,Statista Market Insights,,18.33,17.65,16.26,15.44,13.46,15.01,14.58,16.23,26.11,25.55,24.74,22.74,22.67,23.7,24.67
Turkey,SUVs,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Turkey,SUVs,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Turkey,SUVs,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Turkey,Pickup Trucks,,Average Price,Average,thousand USD (US$),Statista Market Insights,,25.8,26.53,27.12,27.55,27.83,27.9,28.2,30.25,35.21,35.52,34.14,32.51,32.29,32.45,32.67
Turkey,Pickup Trucks,,Revenue by make,Total,billion USD (US$),Statista Market Insights,,0.42,0.43,0.45,0.46,0.44,0.52,0.46,0.54,1.06,1.01,0.93,0.8,0.79,0.84,0.88
Turkey,Pickup Trucks,,Revenue by make,Ford,billion USD (US$),Statista Market Insights,,0.42,0.43,0.45,0.46,0.44,0.52,0.46,0.54,1.06,1.01,0.93,0.8,0.79,0.84,0.88
Turkey,Pickup Trucks,,Connected Cars Share,Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Turkey,Pickup Trucks,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Pickup Trucks,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,1.49,2.1,3.17,4.85,6.8,8.84,11.5
